"name","street","street2","city","state_id","zip","country_id","phone","mobile","email","website","lang","salesperson","pricelist","supplier currency","account receivable","account payable","tax id"
"Công ty TNHH Lê Cường","số 470, hẻm 63, đường Lê Yến Duyên, phường 21, quận Bình Thạnh, thành phố Hồ Chí Minh","số 470, hẻm 63, đường Lê Yến Duyên, phường 21, quận Bình Thạnh","thành phố Hồ Chí Minh","VN-SG","700000","VN","0229777946730","0953220826","hotro@lecuong.vn","lecuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0354714138"
"Công ty TNHH Huỳnh Du Duy Thủy","số 806, hẻm Siêu Trà, đường Nguyễn Sơn Hải, phường 10, quận Quận 6, thành phố Hồ Chí Minh","số 806, hẻm Siêu Trà, đường Nguyễn Sơn Hải, phường 10, quận Quận 6","thành phố Hồ Chí Minh","VN-SG","700000","VN","02093814361","0998715959","hotro@huynhduduythuy.vn","huynhduduythuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0376145486"
"Công ty TNHH Liên Mạnh Duệ Cảnh","số 226, đường Thông Hiệp, phường Hòa Thuận Đông, quận Hải Châu, thành phố Đà Nẵng","số 226, đường Thông Hiệp, phường Hòa Thuận Đông, quận Hải Châu","thành phố Đà Nẵng","VN-DN","550000","VN","023644526196","0959885347","hotro@lienmanhduecanh.vn","lienmanhduecanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0441021174"
"Công ty TNHH Lê Viễn","số 649, xóm 1, thôn 8, xã Đông Mỹ, huyện Thanh Trì, thành phố Hà Nội","số 649, xóm 1, thôn 8, xã Đông Mỹ, huyện Thanh Trì","thành phố Hà Nội","VN-HN","100000","VN","0243945492","0888577257","hotro@levien.vn","levien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0155620650"
"Công ty TNHH Hoàng Quảng","số 496, xóm 7, thôn 10, xã Thái Mỹ, huyện Củ Chi, thành phố Hồ Chí Minh","số 496, xóm 7, thôn 10, xã Thái Mỹ, huyện Củ Chi","thành phố Hồ Chí Minh","VN-SG","700000","VN","026344532553","0990524091","hotro@hoangquang.vn","hoangquang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0345604325"
"Công ty TNHH Huỳnh Trình Nghị Nhân","số 927, hẻm 8, đường Võ Bạch Diệu, phường Thới An, quận Quận 12, thành phố Hồ Chí Minh","số 927, hẻm 8, đường Võ Bạch Diệu, phường Thới An, quận Quận 12","thành phố Hồ Chí Minh","VN-SG","700000","VN","027154171192","0993441837","hotro@huynhtrinhnghinhan.vn","huynhtrinhnghinhan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0312473884"
"Công ty TNHH Lê Lai Thủy Bảo","số 748, đường Võ Uyển Hiếu, phường Kim Mã, quận Ba Đình, thành phố Hà Nội","số 748, đường Võ Uyển Hiếu, phường Kim Mã, quận Ba Đình","thành phố Hà Nội","VN-HN","100000","VN","02424699843","0912696091","hotro@lelaithuybao.vn","lelaithuybao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0136253435"
"Công ty TNHH Phan Cảnh Châu Vạn","số 170, đường Nguyễn Đức Duyên, phường Long Hòa, quận Bình Thủy, thành phố Cần Thơ","số 170, đường Nguyễn Đức Duyên, phường Long Hòa, quận Bình Thủy","thành phố Cần Thơ","VN-CT","900000","VN","02927309009","0967868659","hotro@phancanhchauvan.vn","phancanhchauvan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1864196654"
"Công ty TNHH Nguyễn Lân Ðông Thành","số 315, xóm 9, thôn 1, xã Gia Minh, huyện Thủy Nguyên, thành phố Hải Phòng","số 315, xóm 9, thôn 1, xã Gia Minh, huyện Thủy Nguyên","thành phố Hải Phòng","VN-HP","180000","VN","022554390801","0944351053","hotro@nguyenlanðongthanh.vn","nguyenlanðongthanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0247874832"
"Công ty TNHH Lê Doanh Giang","số 42, đường Phạm Ðịnh Diễm, phường Phú La, quận Hà Đông, thành phố Hà Nội","số 42, đường Phạm Ðịnh Diễm, phường Phú La, quận Hà Đông","thành phố Hà Nội","VN-HN","100000","VN","02445019086","0881411922","hotro@ledoanhgiang.vn","ledoanhgiang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0145978539"
"Công ty TNHH Nguyễn Quỳnh Hậu Kim","số 730, hẻm Tân Ðạt, đường Hoàng Chuyên Hiếu, phường Tân Phú, quận Quận 7, thành phố Hồ Chí Minh","số 730, hẻm Tân Ðạt, đường Hoàng Chuyên Hiếu, phường Tân Phú, quận Quận 7","thành phố Hồ Chí Minh","VN-SG","700000","VN","02903702923","0938819944","hotro@nguyenquynhhaukim.vn","nguyenquynhhaukim.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0389342279"
"Công ty TNHH Vũ Quỳnh Kiên","số 812, xóm 8, thôn 2, xã Dương Liễu, huyện Hoài Đức, thành phố Hà Nội","số 812, xóm 8, thôn 2, xã Dương Liễu, huyện Hoài Đức","thành phố Hà Nội","VN-HN","100000","VN","02454062652","0933370688","hotro@vuquynhkien.vn","vuquynhkien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0119846683"
"Công ty TNHH Nguyễn Du Hùng","số 314, hẻm 40, đường Toản Phước, phường Hòa Minh, quận Liên Chiểu, thành phố Đà Nẵng","số 314, hẻm 40, đường Toản Phước, phường Hòa Minh, quận Liên Chiểu","thành phố Đà Nẵng","VN-DN","550000","VN","02363685994","0888782059","hotro@nguyenduhung.vn","nguyenduhung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0475170665"
"Công ty TNHH Trần Thụ","số 914, hẻm 12, đường Trần Khuyên Danh, phường 10, quận Gò Vấp, thành phố Hồ Chí Minh","số 914, hẻm 12, đường Trần Khuyên Danh, phường 10, quận Gò Vấp","thành phố Hồ Chí Minh","VN-SG","700000","VN","02187303005","0995887794","hotro@tranthu.vn","tranthu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0342522620"
"Công ty TNHH Trần Trang Ðông Anh","số 602, xóm 4, thôn 5, xã An Hưng, huyện An Dương, thành phố Hải Phòng","số 602, xóm 4, thôn 5, xã An Hưng, huyện An Dương","thành phố Hải Phòng","VN-HP","180000","VN","0225777969185","0994265227","hotro@trantrangðonganh.vn","trantrangðonganh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0296990618"
"Công ty TNHH Ngô Sang Nương Bội","số 168, đường Mã Hoán Thy, phường 16, quận Quận 8, thành phố Hồ Chí Minh","số 168, đường Mã Hoán Thy, phường 16, quận Quận 8","thành phố Hồ Chí Minh","VN-SG","700000","VN","02207190261","0998681294","hotro@ngosangnuongboi.vn","ngosangnuongboi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0389176005"
"Công ty TNHH Đặng Thế","số 571, xóm 4, thôn 9, xã Tam Cường, huyện Vĩnh Bảo, thành phố Hải Phòng","số 571, xóm 4, thôn 9, xã Tam Cường, huyện Vĩnh Bảo","thành phố Hải Phòng","VN-HP","180000","VN","02253865607","0941085679","hotro@dangthe.vn","dangthe.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0236509282"
"Công ty TNHH Nguyễn Tuấn","số 274, hẻm Trung Duyên, đường Lê Mỹ Quang, phường Yên Hòa, quận Cầu Giấy, thành phố Hà Nội","số 274, hẻm Trung Duyên, đường Lê Mỹ Quang, phường Yên Hòa, quận Cầu Giấy","thành phố Hà Nội","VN-HN","100000","VN","0243552663","0992601622","hotro@nguyentuan.vn","nguyentuan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0153995983"
"Công ty TNHH Phan Lan","số 157, đường Trần Giao Tuệ, phường Thanh Lương, quận Hai Bà Trưng, thành phố Hà Nội","số 157, đường Trần Giao Tuệ, phường Thanh Lương, quận Hai Bà Trưng","thành phố Hà Nội","VN-HN","100000","VN","0247112164","0886169959","hotro@phanlan.vn","phanlan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0111913995"
"Công ty TNHH Lê Hữu","số 23, đường Trần Ðịnh Cát, phường Việt Hưng, quận Long Biên, thành phố Hà Nội","số 23, đường Trần Ðịnh Cát, phường Việt Hưng, quận Long Biên","thành phố Hà Nội","VN-HN","100000","VN","0247386179","0997189753","hotro@lehuu.vn","lehuu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0186747854"
"Công ty TNHH Nguyễn Tấn Hoa Thảo","số 904, xóm Dụng Hưng, thôn 7, xã Long Thới, huyện Nhà Bè, thành phố Hồ Chí Minh","số 904, xóm Dụng Hưng, thôn 7, xã Long Thới, huyện Nhà Bè","thành phố Hồ Chí Minh","VN-SG","700000","VN","02057311693","0896420494","hotro@nguyentanhoathao.vn","nguyentanhoathao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0310056449"
"Công ty TNHH Lê Diễm Lý Duy","số 255, xóm Ðăng Ðạt, thôn 7, xã Phú Cường, huyện Ba Vì, thành phố Hà Nội","số 255, xóm Ðăng Ðạt, thôn 7, xã Phú Cường, huyện Ba Vì","thành phố Hà Nội","VN-HN","100000","VN","02422181165","0996851875","hotro@lediemlyduy.vn","lediemlyduy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0198521807"
"Công ty TNHH Lê Hưng","số 872, đường Nguyễn Bảo Thiện, phường 1, quận Gò Vấp, thành phố Hồ Chí Minh","số 872, đường Nguyễn Bảo Thiện, phường 1, quận Gò Vấp","thành phố Hồ Chí Minh","VN-SG","700000","VN","025854179804","0904438908","hotro@lehung.vn","lehung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0328165817"
"Công ty TNHH Lê Hoạt Sa Tân","số 81, xóm 3, thôn 3, xã Thạnh Mỹ, huyện Vĩnh Thạnh, thành phố Cần Thơ","số 81, xóm 3, thôn 3, xã Thạnh Mỹ, huyện Vĩnh Thạnh","thành phố Cần Thơ","VN-CT","900000","VN","0292777903956","0912514138","hotro@lehoatsatan.vn","lehoatsatan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1873450370"
"Công ty TNHH Đương Hợp Công","số 915, xóm 5, thôn Nghĩa Hiền, xã Ngũ Lão, huyện Thủy Nguyên, thành phố Hải Phòng","số 915, xóm 5, thôn Nghĩa Hiền, xã Ngũ Lão, huyện Thủy Nguyên","thành phố Hải Phòng","VN-HP","180000","VN","02257355895","0936346198","hotro@duonghopcong.vn","duonghopcong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0245858579"
"Công ty TNHH Phan Lai Bách","số 969, đường Nguyễn Hưng Hào, phường Hòa Thạnh, quận Tân Phú, thành phố Hồ Chí Minh","số 969, đường Nguyễn Hưng Hào, phường Hòa Thạnh, quận Tân Phú","thành phố Hồ Chí Minh","VN-SG","700000","VN","02907359132","0880950230","hotro@phanlaibach.vn","phanlaibach.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0397830132"
"Công ty TNHH Vũ Hùng Mai","số 689, đường Trần Yến Thăng, phường Tân Quy, quận Quận 7, thành phố Hồ Chí Minh","số 689, đường Trần Yến Thăng, phường Tân Quy, quận Quận 7","thành phố Hồ Chí Minh","VN-SG","700000","VN","02933598544","0967565108","hotro@vuhungmai.vn","vuhungmai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0321281087"
"Công ty TNHH Trần Dương Uy","số 141, xóm 2, thôn 3, xã Quang Minh, huyện Mê Linh, thành phố Hà Nội","số 141, xóm 2, thôn 3, xã Quang Minh, huyện Mê Linh","thành phố Hà Nội","VN-HN","100000","VN","02454441860","0981495448","hotro@tranduonguy.vn","tranduonguy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0142369684"
"Công ty TNHH Lăng Nghĩa","số 852, đường Nguyễn Nhân Thảo, phường 2, quận Quận 10, thành phố Hồ Chí Minh","số 852, đường Nguyễn Nhân Thảo, phường 2, quận Quận 10","thành phố Hồ Chí Minh","VN-SG","700000","VN","0296777956293","0888202623","hotro@langnghia.vn","langnghia.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0368994132"
"Công ty TNHH Nguyễn Nam Ban","số 230, hẻm 9, đường Hoàng Vi Thụy, phường Phúc La, quận Hà Đông, thành phố Hà Nội","số 230, hẻm 9, đường Hoàng Vi Thụy, phường Phúc La, quận Hà Đông","thành phố Hà Nội","VN-HN","100000","VN","02454180051","0995929813","hotro@nguyennamban.vn","nguyennamban.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0112315712"
"Công ty TNHH Huỳnh Vịnh Thăng","số 377, hẻm Luận Lan, đường Băng Lưu, phường Sơn Đông, thị xã Sơn Tây, thành phố Hà Nội","số 377, hẻm Luận Lan, đường Băng Lưu, phường Sơn Đông, thị xã Sơn Tây","thành phố Hà Nội","VN-HN","100000","VN","0247143723","0992119995","hotro@huynhvinhthang.vn","huynhvinhthang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0187274179"
"Công ty TNHH Nguyễn Miên Ðoàn Hồ","số 883, xóm 4, thôn Kiệt Anh, xã Kim Chung, huyện Hoài Đức, thành phố Hà Nội","số 883, xóm 4, thôn Kiệt Anh, xã Kim Chung, huyện Hoài Đức","thành phố Hà Nội","VN-HN","100000","VN","0243803499","0994662374","hotro@nguyenmienðoanho.vn","nguyenmienðoanho.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0160040614"
"Công ty TNHH Võ Chinh Thụy","số 30, đường Nguyễn Như Ðài, phường Trung Liệt, quận Đống Đa, thành phố Hà Nội","số 30, đường Nguyễn Như Ðài, phường Trung Liệt, quận Đống Đa","thành phố Hà Nội","VN-HN","100000","VN","0243521587","0934568741","hotro@vochinhthuy.vn","vochinhthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0151842810"
"Công ty TNHH Phan Duệ Quốc Thụy","số 827, xóm 6, thôn 6, xã Vân Hòa, huyện Ba Vì, thành phố Hà Nội","số 827, xóm 6, thôn 6, xã Vân Hòa, huyện Ba Vì","thành phố Hà Nội","VN-HN","100000","VN","0247310671","0979929128","hotro@phanduequocthuy.vn","phanduequocthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0189475921"
"Công ty TNHH Huỳnh Tân Ly Kỳ","số 567, hẻm 85, đường Trần Trà Tú, phường An Lạc A, quận Bình Tân, thành phố Hồ Chí Minh","số 567, hẻm 85, đường Trần Trà Tú, phường An Lạc A, quận Bình Tân","thành phố Hồ Chí Minh","VN-SG","700000","VN","02127380057","0959242307","hotro@huynhtanlyky.vn","huynhtanlyky.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0380647470"
"Công ty TNHH Huỳnh Nguyệt Thùy","số 323, đường Ðoan Nguyệt, phường Bình Trị Đông, quận Bình Tân, thành phố Hồ Chí Minh","số 323, đường Ðoan Nguyệt, phường Bình Trị Đông, quận Bình Tân","thành phố Hồ Chí Minh","VN-SG","700000","VN","02117335101","0923816597","hotro@huynhnguyetthuy.vn","huynhnguyetthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0357357552"
"Công ty TNHH Nguyễn Tịnh","số 103, xóm Ðoan Thế, thôn Luật Vũ, xã Phước Vĩnh An, huyện Củ Chi, thành phố Hồ Chí Minh","số 103, xóm Ðoan Thế, thôn Luật Vũ, xã Phước Vĩnh An, huyện Củ Chi","thành phố Hồ Chí Minh","VN-SG","700000","VN","021954480384","0890111226","hotro@nguyentinh.vn","nguyentinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0319271324"
"Công ty TNHH Nguyễn Quỳnh","số 948, đường Nhất Tiến, phường Phú Hữu, quận Quận 9, thành phố Hồ Chí Minh","số 948, đường Nhất Tiến, phường Phú Hữu, quận Quận 9","thành phố Hồ Chí Minh","VN-SG","700000","VN","0258777919189","0906329474","hotro@nguyenquynh.vn","nguyenquynh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0380243967"
"Công ty TNHH Trần Uy Tường Diệu","số 555, đường Phạm Thiên Thiếu, phường Linh Chiểu, quận Thủ Đức, thành phố Hồ Chí Minh","số 555, đường Phạm Thiên Thiếu, phường Linh Chiểu, quận Thủ Đức","thành phố Hồ Chí Minh","VN-SG","700000","VN","027466522200","0888669658","hotro@tranuytuongdieu.vn","tranuytuongdieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0330762294"
"Công ty TNHH Hoàng Gia Viết","số 643, đường Nương Duyên, phường Tân Phú, quận Cái Răng, thành phố Cần Thơ","số 643, đường Nương Duyên, phường Tân Phú, quận Cái Răng","thành phố Cần Thơ","VN-CT","900000","VN","02923665380","0931624628","hotro@hoanggiaviet.vn","hoanggiaviet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1866018096"
"Công ty TNHH Bùi Trang Nhất Thạch","số 538, hẻm 50, đường Vũ Oanh Khánh, phường Khương Mai, quận Thanh Xuân, thành phố Hà Nội","số 538, hẻm 50, đường Vũ Oanh Khánh, phường Khương Mai, quận Thanh Xuân","thành phố Hà Nội","VN-HN","100000","VN","02424961078","0990796572","hotro@buitrangnhatthach.vn","buitrangnhatthach.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0155288128"
"Công ty TNHH Nguyễn Diệu Thắm Chi","số 294, đường Nguyễn Đại Ðông, phường Sở Dầu, quận Hồng Bàng, thành phố Hải Phòng","số 294, đường Nguyễn Đại Ðông, phường Sở Dầu, quận Hồng Bàng","thành phố Hải Phòng","VN-HP","180000","VN","02257160201","0886058872","hotro@nguyendieuthamchi.vn","nguyendieuthamchi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0279952041"
"Công ty TNHH Huỳnh Hiệp","số 132, hẻm Sỹ Tất, đường Dương Thịnh Ái, phường 13, quận Tân Bình, thành phố Hồ Chí Minh","số 132, hẻm Sỹ Tất, đường Dương Thịnh Ái, phường 13, quận Tân Bình","thành phố Hồ Chí Minh","VN-SG","700000","VN","025245064719","0979030362","hotro@huynhhiep.vn","huynhhiep.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0384521689"
"Công ty TNHH Nguyễn Thịnh","số 768, xóm Chiểu Trung, thôn 5, xã Lê Lợi, huyện Thường Tín, thành phố Hà Nội","số 768, xóm Chiểu Trung, thôn 5, xã Lê Lợi, huyện Thường Tín","thành phố Hà Nội","VN-HN","100000","VN","02454305123","0883910850","hotro@nguyenthinh.vn","nguyenthinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0139893029"
"Công ty TNHH Nguyễn Băng Dũng","số 732, hẻm Diệp Tân, đường Trần Ðiệp Tân, phường Đội Cấn, quận Ba Đình, thành phố Hà Nội","số 732, hẻm Diệp Tân, đường Trần Ðiệp Tân, phường Đội Cấn, quận Ba Đình","thành phố Hà Nội","VN-HN","100000","VN","02445007653","0919893982","hotro@nguyenbangdung.vn","nguyenbangdung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0147644442"
"Công ty TNHH Hầu Ngân Nghĩa","số 292, đường Dung Triệu, phường Linh Trung, quận Thủ Đức, thành phố Hồ Chí Minh","số 292, đường Dung Triệu, phường Linh Trung, quận Thủ Đức","thành phố Hồ Chí Minh","VN-SG","700000","VN","0216777963875","0861875095","hotro@haungannghia.vn","haungannghia.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0366759565"
"Công ty TNHH Hoàng Vân Triều","số 759, xóm 6, thôn 3, xã Bình Minh, huyện Thanh Oai, thành phố Hà Nội","số 759, xóm 6, thôn 3, xã Bình Minh, huyện Thanh Oai","thành phố Hà Nội","VN-HN","100000","VN","0247385215","0929005875","hotro@hoangvantrieu.vn","hoangvantrieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0164743133"
"Công ty TNHH Trần Thúy Kiết","số 635, đường Nguyễn Trình Ân, phường Tân Quý, quận Tân Phú, thành phố Hồ Chí Minh","số 635, đường Nguyễn Trình Ân, phường Tân Quý, quận Tân Phú","thành phố Hồ Chí Minh","VN-SG","700000","VN","023966758377","0996194415","hotro@tranthuykiet.vn","tranthuykiet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0347589644"
"Công ty TNHH Lê Thiên","số 36, xóm 7, thôn 3, xã Xuân Đình, huyện Phúc Thọ, thành phố Hà Nội","số 36, xóm 7, thôn 3, xã Xuân Đình, huyện Phúc Thọ","thành phố Hà Nội","VN-HN","100000","VN","02454303901","0881246045","hotro@lethien.vn","lethien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0143835976"
"Công ty TNHH Trần Hạnh Diệu","số 342, đường Duy Cẩm, phường An Phú Đông, quận Quận 12, thành phố Hồ Chí Minh","số 342, đường Duy Cẩm, phường An Phú Đông, quận Quận 12","thành phố Hồ Chí Minh","VN-SG","700000","VN","027654184650","0943395108","hotro@tranhanhdieu.vn","tranhanhdieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0383211277"
"Công ty TNHH Nguyễn Trình Trân","số 799, đường Lý Nguyên Loan, phường 26, quận Bình Thạnh, thành phố Hồ Chí Minh","số 799, đường Lý Nguyên Loan, phường 26, quận Bình Thạnh","thành phố Hồ Chí Minh","VN-SG","700000","VN","022062568452","0994671672","hotro@nguyentrinhtran.vn","nguyentrinhtran.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0368027594"
"Công ty TNHH Phan Triết Hoàn Hòa","số 262, hẻm Đại Cường, đường Dương Vĩ Hiểu, phường Linh Chiểu, quận Thủ Đức, thành phố Hồ Chí Minh","số 262, hẻm Đại Cường, đường Dương Vĩ Hiểu, phường Linh Chiểu, quận Thủ Đức","thành phố Hồ Chí Minh","VN-SG","700000","VN","02947142974","0908363694","hotro@phantriethoanhoa.vn","phantriethoanhoa.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0397619713"
