"name","street","street2","city","state_id","zip","country_id","phone","mobile","email","website","lang","salesperson","pricelist","supplier currency","account receivable","account payable","tax id","company_id","company_type"
"Công ty TNHH Nguyễn Ngọc","số 388, hẻm 47","đường Dương San Quảng, phường Tân Tạo A, quận Bình Tân","Hồ Chí Minh","VN-SG","700000","84","029154322214","0961517734","hotro@nguyenngoc.vn","nguyenngoc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0341656464","UIT.IS336.L12.4","company"
"Công ty TNHH Lạc Ly","số 204, đường Phạm Ngà Đình","phường Lê Lợi, quận Ngô Quyền","Hải Phòng","VN-HP","180000","84","022544579181","0891342929","hotro@lacly.vn","lacly.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0296512392","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Bảo Diệu","số 586, xóm Dụng Duyên","thôn Thuyết Đình, xã Xuân Dương, huyện Thanh Oai","Hà Nội","VN-HN","100000","84","024777909704","0892392359","hotro@phanbaodieu.vn","phanbaodieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0128261634","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Dũng Chấn Viết","số 836, xóm 3","thôn Như Quyết, xã Khánh Hà, huyện Thường Tín","Hà Nội","VN-HN","100000","84","02466518863","0914898222","hotro@phamdungchanviet.vn","phamdungchanviet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0173388444","UIT.IS336.L12.4","company"
"Công ty TNHH Vạn Mẫn Giáp Cường","số 108, xóm Nhân Phong","thôn 4, xã Nam Sơn, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","0247369169","0894463091","hotro@vanmangiapcuong.vn","vanmangiapcuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0136092145","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Văn","số 92, đường Luật Đức","phường Hòa Cường Bắc, quận Hải Châu","Đà Nẵng","VN-DN","550000","84","023645042138","0894727197","hotro@nguyenvan.vn","nguyenvan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0451175472","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Ẩn Dụng Dạ","số 473, hẻm Bửu Kỳ","đường Cúc Chí, phường Phú Thạnh, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","02997333835","0914086969","hotro@vuandungda.vn","vuandungda.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0328367327","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Mi Nhật","số 387, xóm 5","thôn 5, xã Hòa Chính, huyện Chương Mỹ","Hà Nội","VN-HN","100000","84","02454436228","0996885170","hotro@phamminhat.vn","phamminhat.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0152513080","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Ân","số 911, xóm 10","thôn Dân Ðoan, xã Trung Giã, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","02454330513","0960575557","hotro@nguyenan.vn","nguyenan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0169218424","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Dũng","số 204, xóm 7","thôn 3, xã Quyết Tiến, huyện Tiên Lãng","Hải Phòng","VN-HP","180000","84","02253550406","0966608535","hotro@nguyendung.vn","nguyendung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0232037329","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Hường Danh Phi","số 274, xóm 7","thôn 3, xã Tân Triều, huyện Thanh Trì","Hà Nội","VN-HN","100000","84","0247329762","0879162071","hotro@phamhuongdanhphi.vn","phamhuongdanhphi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0181646117","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Lợi Nam","số 525, hẻm Hà Trí","đường Lê Đại An, phường Thạnh Hòa, quận Thốt Nốt","Cần Thơ","VN-CT","900000","84","029266912148","0893519394","hotro@nguyenloinam.vn","nguyenloinam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1854353865","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Phương Tiến","số 386, đường Phạm Ðại Thiệu","thị trấn Sóc Sơn, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","02454461378","0866807819","hotro@nguyenphuongtien.vn","nguyenphuongtien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0145214312","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Triều Trường","số 767, đường Khà Tường Thiên","phường Trường Thọ, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","027354199564","0935883951","hotro@huynhtrieutruong.vn","huynhtrieutruong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0328165557","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Sơn Ái","số 994, đường Nguyễn Nhung Tấn","phường 9, quận Gò Vấp","Hồ Chí Minh","VN-SG","700000","84","023945068671","0884884684","hotro@nguyensonai.vn","nguyensonai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0367787057","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Chế","số 915, đường Hoàng Bình Hiệp","phường Tân Thành, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","022654001947","0914130215","hotro@tranche.vn","tranche.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0354406704","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Vương Thiện","số 135, xóm 2","thôn 9, xã Tân Hưng, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","02444534912","0862658640","hotro@vuvuongthien.vn","vuvuongthien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0183544747","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Hãn Thanh","số 104, xóm 8","thôn 1, xã Tân Quý Tây, huyện Bình Chánh","Hồ Chí Minh","VN-SG","700000","84","028777964223","0972635046","hotro@lehanthanh.vn","lehanthanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0327567162","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Ẩn Khang Trúc","số 569, đường Nguyễn Hiền Thụ","phường Linh Tây, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","02357308781","0962034124","hotro@huynhankhangtruc.vn","huynhankhangtruc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0383108934","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Mi Tất","số 966, đường Nguyễn Thương Khắc","phường An Cư, quận Ninh Kiều","Cần Thơ","VN-CT","900000","84","029262812119","0996066160","hotro@lemitat.vn","lemitat.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1858278023","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Thụ","số 50, đường Hải Tôn","phường Bình Chiểu, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","029045041815","0948112309","hotro@huynhthu.vn","huynhthu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0331023313","UIT.IS336.L12.4","company"
"Công ty TNHH Hồ Tường Nam","số 799, xóm 4","thôn 10, xã Nhuận Đức, huyện Củ Chi","Hồ Chí Minh","VN-SG","700000","84","0258777914856","0989631965","hotro@hotuongnam.vn","hotuongnam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0354518392","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Khải Sơn","số 254, đường Phan Tiên Quỳnh","phường Long Trường, quận Quận 9","Hồ Chí Minh","VN-SG","700000","84","02187190145","0965114991","hotro@nguyenkhaison.vn","nguyenkhaison.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0374626710","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Hoàn","số 618, đường Phạm Lý Thụy","phường Tam Bình, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","027344543827","0904666386","hotro@vuhoan.vn","vuhoan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0315054743","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Quốc Tiến Tường","số 351, xóm 10","thôn 10, xã Sen Phương, huyện Phúc Thọ","Hà Nội","VN-HN","100000","84","0247154146","0997984626","hotro@nguyenquoctientuong.vn","nguyenquoctientuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0127390639","UIT.IS336.L12.4","company"
"Công ty TNHH Hồ Dao Lưu","số 72, xóm 4","thôn Giao Kiến, xã Đại Đồng, huyện Thạch Thất","Hà Nội","VN-HN","100000","84","0243546625","0995704304","hotro@hodaoluu.vn","hodaoluu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0168827680","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Ngân","số 85, xóm 9","thôn 4, xã Phước Vĩnh An, huyện Củ Chi","Hồ Chí Minh","VN-SG","700000","84","027262629231","0888045886","hotro@lengan.vn","lengan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0348985217","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Thịnh","số 10, đường Nguyễn Ðức Toàn","phường Thạnh Lộc, quận Quận 12","Hồ Chí Minh","VN-SG","700000","84","02757185137","0871118661","hotro@hoangthinh.vn","hoangthinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0339263994","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Tuyến Nghi","số 284, xóm 6","thôn 2, xã Xuân Canh, huyện Đông Anh","Hà Nội","VN-HN","100000","84","0243873146","0970796733","hotro@letuyennghi.vn","letuyennghi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0147403453","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Canh Ðạt Tấn","số 269, đường Triệu Huỳnh Nguyệt","phường An Khê, quận Thanh Khê","Đà Nẵng","VN-DN","550000","84","02367379810","0936371631","hotro@phamcanhðattan.vn","phamcanhðattan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0424381942","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Quảng Tân","số 723, đường Hữu Hoàng","thị trấn Nhà Bè, huyện Nhà Bè","Hồ Chí Minh","VN-SG","700000","84","02567353382","0882274250","hotro@huynhquangtan.vn","huynhquangtan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0316791157","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Lam Ðăng","số 284, đường Huỳnh Vi Diễm","phường Sở Dầu, quận Hồng Bàng","Hải Phòng","VN-HP","180000","84","022545030164","0939181063","hotro@lelamðang.vn","lelamðang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0255732898","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Ðào Tiểu","số 778, đường Âu Dương Hoài Khúc","phường Đại Mỗ, quận Nam Từ Liêm","Hà Nội","VN-HN","100000","84","02445038265","0910620748","hotro@nguyenðaotieu.vn","nguyenðaotieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0158152992","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Hương","số 549, xóm 8","thôn 7, xã Đông Mỹ, huyện Thanh Trì","Hà Nội","VN-HN","100000","84","0247161693","0998981941","hotro@tranhuong.vn","tranhuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0198775644","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Hữu Thủy","số 630, xóm 7","thôn Thụy Duyên, xã Tân Thạnh Đông, huyện Củ Chi","Hồ Chí Minh","VN-SG","700000","84","029354163080","0886467122","hotro@huynhhuuthuy.vn","huynhhuuthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0383660582","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Thơ My Minh","số 139, hẻm 93","đường Việt Hương, phường Khương Trung, quận Thanh Xuân","Hà Nội","VN-HN","100000","84","024777933849","0942259471","hotro@nguyenthomyminh.vn","nguyenthomyminh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0176189025","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Uyên Hòa","số 296, xóm 1","thôn 1, xã Nam Tiến, huyện Phú Xuyên","Hà Nội","VN-HN","100000","84","0247347453","0881004126","hotro@nguyenuyenhoa.vn","nguyenuyenhoa.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0119820842","UIT.IS336.L12.4","company"
"Công ty TNHH Võ Phương","số 523, xóm 10","thôn 10, xã Đình Xuyên, huyện Gia Lâm","Hà Nội","VN-HN","100000","84","024777943563","0919412235","hotro@vophuong.vn","vophuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0175745467","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Hùng","số 456, xóm 2","thôn Thông Ái, xã Phụng Thượng, huyện Phúc Thọ","Hà Nội","VN-HN","100000","84","02462512300","0944824388","hotro@lehung.vn","lehung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0178860590","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Hồ","số 740, xóm 1","thôn 2, xã An Phú, huyện Củ Chi","Hồ Chí Minh","VN-SG","700000","84","02297350139","0890687852","hotro@tranho.vn","tranho.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0386907799","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Hạnh Dương Thụ","số 949, xóm 4","thôn 8, xã Lập Lễ, huyện Thủy Nguyên","Hải Phòng","VN-HP","180000","84","02257300078","0870109830","hotro@phamhanhduongthu.vn","phamhanhduongthu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0232985136","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Trường","số 380, đường Xuân Ðình","phường Thảo Điền, quận Quận 2","Hồ Chí Minh","VN-SG","700000","84","02997125521","0895545951","hotro@vutruong.vn","vutruong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0337612756","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Ðinh","số 733, hẻm 33","đường Nguyễn Chinh Tú, phường Tân Phú, quận Quận 9","Hồ Chí Minh","VN-SG","700000","84","020722009756","0976513698","hotro@leðinh.vn","leðinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0354330292","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Tráng Quang","số 698, hẻm 12","đường Minh Lập, phường Hiệp Tân, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","0275777971120","0946513528","hotro@vutrangquang.vn","vutrangquang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0345250640","UIT.IS336.L12.4","company"
"Công ty TNHH Quản Ðường Ân Tôn","số 992, xóm 2","thôn 5, xã Thanh Xuân, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","0243681873","0940200114","hotro@quanðuonganton.vn","quanðuonganton.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0135122517","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Khang Chế","số 574, xóm 5","thôn 3, xã Kim Chung, huyện Đông Anh","Hà Nội","VN-HN","100000","84","024777922736","0991569525","hotro@lekhangche.vn","lekhangche.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0143614988","UIT.IS336.L12.4","company"
"Công ty TNHH Ung Cẩm","số 779, xóm 7","thôn Thành San, xã Cổ Loa, huyện Đông Anh","Hà Nội","VN-HN","100000","84","02445018322","0993494111","hotro@ungcam.vn","ungcam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0125312046","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Vĩ Việt","số 339, đường Cầm Thy","phường Bùi Hữu Nghĩa, quận Bình Thủy","Cần Thơ","VN-CT","900000","84","0292777931965","0934700077","hotro@leviviet.vn","leviviet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1888208450","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Yên","số 885, đường Bùi Bạch Phi","thị trấn Tân Túc, huyện Bình Chánh","Hồ Chí Minh","VN-SG","700000","84","02824943682","0995388829","hotro@nguyenyen.vn","nguyenyen.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0356107406","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Trâm Uyên Anh","số 966, đường Cấn Thuyết Phúc","phường 2, quận Quận 5","Hồ Chí Minh","VN-SG","700000","84","022654130881","0986246770","hotro@trantramuyenanh.vn","trantramuyenanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0378134143","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Băng Thu Ly","số 525, xóm 4","thôn 4, xã Toàn Thắng, huyện Tiên Lãng","Hải Phòng","VN-HP","180000","84","02257162012","0903763107","hotro@tranbangthuly.vn","tranbangthuly.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0214335509","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn My Bích Thế","số 231, xóm Huệ Dương","thôn 6, xã Lý Nhơn, huyện Cần Giờ","Hồ Chí Minh","VN-SG","700000","84","02047109604","0933308953","hotro@nguyenmybichthe.vn","nguyenmybichthe.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0381468111","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Liễu Trâm Ðức","số 507, xóm 5","thôn 7, xã Lệ Chi, huyện Gia Lâm","Hà Nội","VN-HN","100000","84","02454489969","0897785335","hotro@nguyenlieutramðuc.vn","nguyenlieutramðuc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0132758019","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Cần Quảng","số 597, đường Tôn Thất Quảng Tôn","phường 14, quận Quận 8","Hồ Chí Minh","VN-SG","700000","84","027022288869","0994238724","hotro@nguyencanquang.vn","nguyencanquang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0322401898","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Nghi Hiệp","số 49, hẻm 23","đường Vũ Ðan Tú, phường 12, quận Tân Bình","Hồ Chí Minh","VN-SG","700000","84","026054157689","0947332330","hotro@vunghihiep.vn","vunghihiep.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0369906098","UIT.IS336.L12.4","company"
"Công ty TNHH Tri Ẩn Vương","số 586, hẻm 59","đường Đặng Quảng Phong, phường Tân Tạo, quận Bình Tân","Hồ Chí Minh","VN-SG","700000","84","0215777992644","0979632461","hotro@trianvuong.vn","trianvuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0357290029","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Đức Ðài","số 113, đường Phạm Lập Thiên","phường 2, quận Quận 6","Hồ Chí Minh","VN-SG","700000","84","023954066004","0898482127","hotro@nguyenducðai.vn","nguyenducðai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0315014559","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Thạch","số 783, hẻm 32","đường Trần Tấn Ý, phường Hoàng Liệt, quận Hoàng Mai","Hà Nội","VN-HN","100000","84","0243862470","0984887141","hotro@nguyenthach.vn","nguyenthach.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0192340578","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Thương Hương Chi","số 874, đường Phạm Băng Khải","phường 21, quận Bình Thạnh","Hồ Chí Minh","VN-SG","700000","84","029745080083","0919194951","hotro@vuthuonghuongchi.vn","vuthuonghuongchi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0378097059","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Diệp","số 852, đường Phượng Tố","phường Thới Thuận, quận Thốt Nốt","Cần Thơ","VN-CT","900000","84","02927300120","0997614769","hotro@nguyendiep.vn","nguyendiep.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1876369385","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Trung Quế","số 540, xóm 6","thôn 1, xã Phú Nam An, huyện Chương Mỹ","Hà Nội","VN-HN","100000","84","02444576971","0921399144","hotro@nguyentrungque.vn","nguyentrungque.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0191216976","UIT.IS336.L12.4","company"
"Công ty TNHH Hồ Bình Kiều","số 799, hẻm Bửu Kiết","đường Nguyễn Huyền Vy, phường Vĩnh Niệm, quận Lê Chân","Hải Phòng","VN-HP","180000","84","022544519908","0990511343","hotro@hobinhkieu.vn","hobinhkieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0228770250","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Vĩnh","số 412, xóm Hành Tiến","thôn 6, xã Nhuận Đức, huyện Củ Chi","Hồ Chí Minh","VN-SG","700000","84","0218777944149","0996018473","hotro@levinh.vn","levinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0353552688","UIT.IS336.L12.4","company"
